Instruction 1,Instruction 2,Conflict Type
"DIV R7, R1, R2","XOR R2, R3, 10",No_CONFLICT
"OR R12, R1, R2","DIV R6, R3, 10",No_CONFLICT
"STORE R9, R0, 16","DIV R9, R0, 6",WAW
"SUB R7, R1, R2","DIV R9, R3, 10",No_CONFLICT
"OR R12, R1, R2","ADD R7, R3, 10",No_CONFLICT
"SHIFT R4, R0, 19","SHIFT R5, R4, R2",RAW
"SUB R14, R0, 41","DIV R14, R0, 23",WAW
"SUB R8, R0, 43","MUL R8, R0, 13",WAW
"OR R0, R1, R2","AND R2, R3, 10",No_CONFLICT
"AND R6, R1, R2","XOR R12, R6, R3",WAR
"SUB R8, R1, R2","LOAD R6, R3, 10",No_CONFLICT
"DIV R8, R0, 0","XOR R8, R0, 2",WAW
"ADD R14, R0, 45","XOR R14, R0, 26",WAW
"DIV R15, R1, R2","AND R3, R3, 10",No_CONFLICT
"LOAD R6, R1, R2","ADD R9, R6, R3",WAR
"ADD R0, R0, 32","SUB R6, R0, R2",RAW
"SUB R11, R0, 5","SUB R12, R11, R2",RAW
"OR R14, R0, 50","ADD R10, R14, R2",RAW
"XOR R14, R1, R2","OR R4, R3, 10",No_CONFLICT
"AND R1, R1, R2","STORE R8, R3, 10",No_CONFLICT
"LOAD R0, R0, 31","OR R0, R0, 36",WAW
"ADD R9, R1, R2","ADD R9, R9, R3",WAR
"MUL R7, R1, R2","MUL R12, R3, 10",No_CONFLICT
"XOR R13, R0, 3","STORE R4, R13, R2",RAW
"SUB R10, R0, 49","XOR R1, R10, R2",RAW
"STORE R15, R0, 44","LOAD R15, R0, 44",WAW
"XOR R5, R1, R2","DIV R10, R3, 10",No_CONFLICT
"XOR R4, R1, R2","STORE R1, R3, 10",No_CONFLICT
"LOAD R12, R1, R2","XOR R11, R12, R3",WAR
"SHIFT R14, R1, R2","MUL R0, R14, R3",WAR
"ADD R3, R1, R2","SUB R1, R3, R3",WAR
"AND R8, R1, R2","DIV R1, R8, R3",WAR
"MUL R13, R1, R2","SUB R0, R3, 10",No_CONFLICT
"AND R0, R0, 4","LOAD R0, R0, 27",WAW
"DIV R9, R0, 21","XOR R9, R0, 49",WAW
"LOAD R0, R0, 38","MUL R0, R0, 3",WAW
"OR R0, R0, 12","SHIFT R11, R0, R2",RAW
"MUL R2, R0, 45","DIV R2, R0, 1",WAW
"OR R13, R0, 46","XOR R4, R13, R2",RAW
"SUB R13, R1, R2","SHIFT R7, R13, R3",WAR
"MUL R13, R1, R2","AND R6, R3, 10",No_CONFLICT
"STORE R4, R1, R2","MUL R10, R3, 10",No_CONFLICT
"SHIFT R14, R1, R2","SHIFT R0, R3, 10",No_CONFLICT
"ADD R9, R0, 36","OR R9, R0, 25",WAW
"STORE R5, R1, R2","MUL R5, R3, 10",No_CONFLICT
"LOAD R10, R0, 32","SHIFT R12, R10, R2",RAW
"ADD R0, R0, 25","SUB R2, R0, R2",RAW
"AND R6, R0, 50","ADD R6, R0, 27",WAW
"ADD R7, R1, R2","SUB R8, R3, 10",No_CONFLICT
"ADD R15, R1, R2","SHIFT R8, R15, R3",WAR
"ADD R9, R1, R2","DIV R12, R3, 10",No_CONFLICT
"SHIFT R15, R0, 31","OR R10, R15, R2",RAW
"AND R10, R0, 19","XOR R10, R0, 19",WAW
"LOAD R7, R1, R2","AND R8, R3, 10",No_CONFLICT
"OR R0, R0, 25","XOR R0, R0, 8",WAW
"LOAD R1, R1, R2","DIV R1, R1, R3",WAR
"STORE R15, R1, R2","STORE R6, R3, 10",No_CONFLICT
"STORE R11, R1, R2","MUL R0, R3, 10",No_CONFLICT
"SUB R2, R0, 49","OR R2, R0, 50",WAW
"XOR R4, R1, R2","STORE R10, R3, 10",No_CONFLICT
"MUL R14, R1, R2","SUB R7, R3, 10",No_CONFLICT
"DIV R0, R1, R2","ADD R7, R0, R3",WAR
"SHIFT R3, R1, R2","AND R12, R3, R3",WAR
"AND R8, R1, R2","LOAD R15, R3, 10",No_CONFLICT
"ADD R14, R1, R2","STORE R5, R14, R3",WAR
"SUB R10, R1, R2","SUB R7, R3, 10",No_CONFLICT
"SUB R4, R1, R2","SUB R1, R4, R3",WAR
"ADD R13, R0, 2","SUB R13, R0, 13",WAW
"SUB R9, R0, 47","LOAD R9, R0, 32",WAW
"OR R14, R1, R2","SHIFT R0, R3, 10",No_CONFLICT
"XOR R11, R1, R2","SHIFT R1, R11, R3",WAR
"SHIFT R10, R1, R2","ADD R7, R10, R3",WAR
"MUL R1, R1, R2","XOR R1, R1, R3",WAR
"DIV R1, R1, R2","AND R2, R3, 10",No_CONFLICT
"OR R0, R0, 37","DIV R0, R0, 15",WAW
"AND R4, R0, 10","AND R4, R0, 43",WAW
"XOR R2, R0, 48","ADD R2, R0, 4",WAW
"SUB R2, R1, R2","DIV R2, R3, 10",No_CONFLICT
"STORE R8, R0, 37","SHIFT R8, R0, 15",WAW
"XOR R8, R0, 31","DIV R8, R0, 28",WAW
"SUB R1, R0, 35","SUB R5, R1, R2",RAW
"LOAD R2, R1, R2","OR R0, R3, 10",No_CONFLICT
"SHIFT R13, R1, R2","ADD R4, R13, R3",WAR
"STORE R4, R1, R2","STORE R12, R4, R3",WAR
"XOR R9, R1, R2","LOAD R10, R9, R3",WAR
"MUL R15, R0, 42","LOAD R15, R0, 1",WAW
"XOR R6, R1, R2","STORE R6, R3, 10",No_CONFLICT
"ADD R6, R1, R2","XOR R12, R6, R3",WAR
"OR R13, R0, 5","ADD R13, R0, 33",WAW
"XOR R4, R0, 34","XOR R4, R0, 49",WAW
"SUB R8, R1, R2","OR R7, R3, 10",No_CONFLICT
"XOR R0, R1, R2","STORE R5, R3, 10",No_CONFLICT
"LOAD R1, R0, 16","AND R10, R1, R2",RAW
"AND R3, R1, R2","DIV R8, R3, R3",WAR
"ADD R14, R1, R2","MUL R1, R3, 10",No_CONFLICT
"AND R13, R1, R2","DIV R11, R3, 10",No_CONFLICT
"SHIFT R4, R1, R2","XOR R7, R3, 10",No_CONFLICT
"MUL R15, R0, 2","AND R12, R15, R2",RAW
"SUB R7, R0, 31","SUB R12, R7, R2",RAW
"ADD R12, R1, R2","LOAD R7, R12, R3",WAR
"ADD R8, R0, 38","AND R8, R0, 43",WAW
"ADD R13, R1, R2","MUL R15, R3, 10",No_CONFLICT
"DIV R5, R0, 5","SHIFT R10, R5, R2",RAW
"OR R6, R0, 6","AND R6, R0, 21",WAW
"DIV R7, R1, R2","AND R5, R7, R3",WAR
"SUB R6, R1, R2","AND R2, R6, R3",WAR
"AND R6, R1, R2","MUL R14, R3, 10",No_CONFLICT
"MUL R2, R1, R2","ADD R9, R3, 10",No_CONFLICT
"ADD R13, R1, R2","STORE R5, R13, R3",WAR
"STORE R11, R0, 21","OR R11, R0, 34",WAW
"MUL R2, R1, R2","STORE R8, R3, 10",No_CONFLICT
"LOAD R3, R1, R2","XOR R5, R3, R3",WAR
"SHIFT R6, R0, 45","SHIFT R4, R6, R2",RAW
"AND R6, R1, R2","LOAD R5, R3, 10",No_CONFLICT
"LOAD R1, R0, 38","DIV R11, R1, R2",RAW
"MUL R7, R1, R2","XOR R14, R3, 10",No_CONFLICT
"SUB R1, R1, R2","SHIFT R15, R1, R3",WAR
"SUB R3, R1, R2","ADD R1, R3, 10",No_CONFLICT
"OR R13, R0, 50","ADD R13, R0, 29",WAW
"STORE R7, R1, R2","DIV R12, R7, R3",WAR
"LOAD R0, R1, R2","STORE R10, R0, R3",WAR
"SHIFT R6, R0, 42","DIV R6, R0, 0",WAW
"XOR R9, R1, R2","OR R0, R3, 10",No_CONFLICT
"LOAD R14, R1, R2","LOAD R11, R14, R3",WAR
"OR R11, R0, 10","SUB R9, R11, R2",RAW
"XOR R3, R1, R2","AND R2, R3, 10",No_CONFLICT
"STORE R6, R0, 11","OR R0, R6, R2",RAW
"XOR R4, R0, 15","LOAD R4, R0, 13",WAW
"SUB R13, R1, R2","OR R0, R3, 10",No_CONFLICT
"SHIFT R6, R0, 8","SUB R6, R0, 49",WAW
"OR R6, R0, 15","SHIFT R11, R6, R2",RAW
"SHIFT R5, R0, 41","STORE R14, R5, R2",RAW
"AND R11, R1, R2","SHIFT R4, R11, R3",WAR
"LOAD R4, R1, R2","LOAD R13, R4, R3",WAR
"ADD R2, R1, R2","ADD R1, R2, R3",WAR
"LOAD R4, R1, R2","DIV R6, R3, 10",No_CONFLICT
"XOR R13, R0, 11","SUB R8, R13, R2",RAW
"LOAD R4, R1, R2","OR R3, R3, 10",No_CONFLICT
"MUL R5, R0, 35","AND R5, R0, 21",WAW
"AND R12, R0, 49","STORE R1, R12, R2",RAW
"XOR R1, R1, R2","MUL R13, R1, R3",WAR
"ADD R15, R1, R2","MUL R10, R3, 10",No_CONFLICT
"AND R13, R1, R2","LOAD R10, R13, R3",WAR
"STORE R8, R1, R2","STORE R7, R3, 10",No_CONFLICT
"DIV R15, R1, R2","STORE R1, R15, R3",WAR
"STORE R0, R1, R2","OR R8, R3, 10",No_CONFLICT
"SUB R10, R0, 28","XOR R9, R10, R2",RAW
"SHIFT R2, R0, 25","MUL R2, R0, 2",WAW
"LOAD R2, R0, 20","DIV R4, R2, R2",RAW
"SUB R3, R1, R2","OR R11, R3, 10",No_CONFLICT
"LOAD R12, R0, 4","AND R15, R12, R2",RAW
"DIV R14, R1, R2","AND R0, R14, R3",WAR
"MUL R11, R1, R2","STORE R2, R11, R3",WAR
"STORE R1, R0, 32","DIV R15, R1, R2",RAW
"DIV R5, R0, 9","LOAD R5, R0, 35",WAW
"ADD R12, R0, 41","XOR R12, R0, 1",WAW
"DIV R11, R1, R2","MUL R10, R11, R3",WAR
"XOR R0, R0, 35","STORE R15, R0, R2",RAW
"AND R9, R1, R2","SUB R1, R9, R3",WAR
"SUB R13, R1, R2","ADD R13, R3, 10",No_CONFLICT
"ADD R6, R1, R2","LOAD R3, R6, R3",WAR
"LOAD R8, R0, 1","LOAD R15, R8, R2",RAW
"STORE R10, R1, R2","AND R8, R3, 10",No_CONFLICT
"AND R5, R0, 47","MUL R5, R0, 41",WAW
"XOR R9, R1, R2","LOAD R2, R9, R3",WAR
"XOR R7, R1, R2","DIV R9, R3, 10",No_CONFLICT
"OR R0, R0, 18","DIV R3, R0, R2",RAW
"LOAD R15, R0, 49","STORE R0, R15, R2",RAW
"MUL R2, R0, 6","DIV R12, R2, R2",RAW
"OR R8, R1, R2","ADD R12, R3, 10",No_CONFLICT
"LOAD R10, R0, 31","MUL R15, R10, R2",RAW
"DIV R2, R1, R2","SUB R0, R2, R3",WAR
"MUL R4, R1, R2","STORE R11, R4, R3",WAR
"LOAD R9, R0, 41","STORE R9, R9, R2",RAW
"OR R15, R1, R2","ADD R2, R15, R3",WAR
"SHIFT R1, R1, R2","AND R3, R1, R3",WAR
"SHIFT R12, R0, 48","SHIFT R4, R12, R2",RAW
"LOAD R9, R0, 3","MUL R7, R9, R2",RAW
"SHIFT R14, R0, 36","SUB R14, R0, 29",WAW
"MUL R10, R1, R2","MUL R2, R3, 10",No_CONFLICT
"ADD R7, R1, R2","OR R4, R3, 10",No_CONFLICT
"STORE R4, R1, R2","SUB R12, R3, 10",No_CONFLICT
"SHIFT R10, R0, 42","XOR R15, R10, R2",RAW
"OR R12, R0, 14","DIV R14, R12, R2",RAW
"XOR R7, R1, R2","MUL R4, R7, R3",WAR
"ADD R9, R1, R2","SUB R2, R3, 10",No_CONFLICT
"XOR R2, R0, 7","OR R4, R2, R2",RAW
"XOR R4, R0, 33","SHIFT R4, R0, 2",WAW
"SUB R9, R0, 47","OR R11, R9, R2",RAW
"ADD R1, R0, 38","LOAD R10, R1, R2",RAW
"STORE R4, R1, R2","OR R2, R4, R3",WAR
"LOAD R10, R0, 10","LOAD R10, R0, 33",WAW
"MUL R15, R0, 46","XOR R15, R0, 36",WAW
"SUB R8, R0, 42","LOAD R4, R8, R2",RAW
"OR R12, R1, R2","MUL R3, R3, 10",No_CONFLICT
"STORE R15, R1, R2","SHIFT R8, R15, R3",WAR
"LOAD R12, R0, 19","SHIFT R12, R0, 31",WAW
"SHIFT R6, R1, R2","XOR R0, R3, 10",No_CONFLICT
"ADD R6, R0, 13","MUL R14, R6, R2",RAW
"XOR R7, R0, 15","SUB R7, R0, 46",WAW
"AND R2, R0, 50","DIV R2, R0, 13",WAW
"DIV R13, R1, R2","ADD R15, R13, R3",WAR
"MUL R4, R1, R2","SUB R13, R4, R3",WAR
"SHIFT R3, R1, R2","MUL R0, R3, R3",WAR
"OR R0, R1, R2","OR R6, R0, R3",WAR
"MUL R9, R1, R2","SHIFT R1, R3, 10",No_CONFLICT
"MUL R6, R1, R2","AND R3, R6, R3",WAR
"SHIFT R3, R1, R2","MUL R15, R3, 10",No_CONFLICT
"DIV R9, R1, R2","ADD R12, R9, R3",WAR
"SUB R5, R1, R2","DIV R5, R5, R3",WAR
"OR R13, R1, R2","MUL R9, R13, R3",WAR
"AND R12, R0, 10","MUL R9, R12, R2",RAW
"MUL R6, R0, 41","LOAD R6, R0, 22",WAW
"SUB R0, R1, R2","SHIFT R14, R0, R3",WAR
"XOR R9, R0, 16","SHIFT R9, R9, R2",RAW
"AND R3, R1, R2","OR R12, R3, R3",WAR
"MUL R0, R0, 36","AND R10, R0, R2",RAW
"AND R3, R0, 37","DIV R14, R3, R2",RAW
"AND R3, R0, 33","LOAD R3, R0, 16",WAW
"STORE R15, R1, R2","SUB R1, R3, 10",No_CONFLICT
"STORE R14, R1, R2","SUB R2, R3, 10",No_CONFLICT
"ADD R1, R1, R2","ADD R3, R3, 10",No_CONFLICT
"OR R6, R1, R2","ADD R5, R3, 10",No_CONFLICT
"LOAD R4, R1, R2","ADD R2, R3, 10",No_CONFLICT
"AND R2, R0, 50","SHIFT R2, R0, 46",WAW
"STORE R15, R1, R2","LOAD R13, R15, R3",WAR
"SHIFT R14, R1, R2","LOAD R13, R3, 10",No_CONFLICT
"AND R4, R1, R2","SHIFT R11, R4, R3",WAR
"SUB R10, R0, 12","DIV R6, R10, R2",RAW
"STORE R4, R0, 16","MUL R4, R0, 18",WAW
"STORE R3, R1, R2","ADD R0, R3, 10",No_CONFLICT
"DIV R2, R0, 38","OR R2, R0, 35",WAW
"ADD R7, R1, R2","SHIFT R7, R3, 10",No_CONFLICT
"SHIFT R8, R1, R2","SHIFT R7, R3, 10",No_CONFLICT
"DIV R4, R0, 31","XOR R1, R4, R2",RAW
"AND R7, R1, R2","DIV R4, R3, 10",No_CONFLICT
"STORE R15, R0, 11","LOAD R15, R0, 43",WAW
"DIV R11, R0, 5","SHIFT R11, R0, 14",WAW
"ADD R0, R0, 25","OR R0, R0, 46",WAW
"DIV R4, R1, R2","XOR R0, R4, R3",WAR
"STORE R4, R0, 10","STORE R12, R4, R2",RAW
"SHIFT R4, R1, R2","AND R10, R4, R3",WAR
"LOAD R2, R0, 36","DIV R2, R0, 6",WAW
"OR R13, R1, R2","OR R3, R13, R3",WAR
"XOR R1, R0, 9","LOAD R2, R1, R2",RAW
"SUB R12, R1, R2","XOR R4, R12, R3",WAR
"OR R1, R0, 14","AND R1, R0, 40",WAW
"XOR R4, R1, R2","SHIFT R9, R3, 10",No_CONFLICT
"ADD R7, R0, 43","SUB R9, R7, R2",RAW
"OR R1, R1, R2","XOR R1, R1, R3",WAR
"OR R5, R0, 12","LOAD R5, R0, 38",WAW
"ADD R12, R1, R2","OR R9, R12, R3",WAR
"AND R4, R1, R2","ADD R4, R4, R3",WAR
"OR R12, R0, 48","XOR R12, R0, 23",WAW
"AND R8, R0, 12","DIV R2, R8, R2",RAW
"ADD R3, R0, 7","AND R3, R0, 42",WAW
"LOAD R6, R0, 42","XOR R6, R0, 37",WAW
"ADD R8, R1, R2","MUL R12, R8, R3",WAR
"SHIFT R9, R1, R2","ADD R8, R3, 10",No_CONFLICT
"STORE R0, R1, R2","STORE R13, R3, 10",No_CONFLICT
"XOR R0, R0, 12","XOR R3, R0, R2",RAW
"AND R9, R0, 10","SHIFT R9, R0, 31",WAW
"SUB R6, R0, 20","SUB R6, R0, 30",WAW
"AND R2, R1, R2","XOR R7, R2, R3",WAR
"AND R9, R0, 27","MUL R9, R0, 32",WAW
"XOR R4, R1, R2","OR R5, R4, R3",WAR
"SUB R3, R0, 36","STORE R3, R0, 46",WAW
"MUL R6, R0, 15","ADD R7, R6, R2",RAW
"DIV R1, R0, 39","ADD R13, R1, R2",RAW
"SHIFT R0, R0, 22","MUL R14, R0, R2",RAW
"ADD R0, R1, R2","STORE R14, R0, R3",WAR
"XOR R3, R1, R2","LOAD R3, R3, 10",No_CONFLICT
"STORE R13, R1, R2","SHIFT R8, R13, R3",WAR
"DIV R14, R0, 31","SUB R9, R14, R2",RAW
"STORE R14, R1, R2","XOR R8, R14, R3",WAR
"LOAD R10, R0, 20","SUB R4, R10, R2",RAW
"ADD R13, R0, 35","STORE R11, R13, R2",RAW
"OR R10, R1, R2","AND R1, R3, 10",No_CONFLICT
"XOR R0, R1, R2","SHIFT R15, R0, R3",WAR
"ADD R13, R1, R2","SHIFT R15, R3, 10",No_CONFLICT
"AND R14, R1, R2","DIV R12, R14, R3",WAR
"SHIFT R6, R1, R2","SUB R0, R6, R3",WAR
"STORE R7, R1, R2","ADD R6, R7, R3",WAR
"XOR R14, R1, R2","MUL R6, R3, 10",No_CONFLICT
"MUL R3, R0, 2","OR R1, R3, R2",RAW
"ADD R3, R0, 27","SUB R3, R3, R2",RAW
"XOR R14, R0, 22","SUB R14, R0, 22",WAW
"SHIFT R3, R0, 18","ADD R3, R0, 6",WAW
"STORE R10, R0, 17","SHIFT R11, R10, R2",RAW
"MUL R15, R1, R2","STORE R9, R15, R3",WAR
"AND R6, R0, 31","ADD R5, R6, R2",RAW
"STORE R11, R0, 16","SUB R11, R0, 28",WAW
"ADD R15, R0, 9","SUB R15, R0, 3",WAW
"DIV R9, R0, 21","LOAD R12, R9, R2",RAW
"STORE R13, R0, 40","LOAD R11, R13, R2",RAW
"ADD R10, R1, R2","XOR R2, R10, R3",WAR
"DIV R8, R1, R2","XOR R0, R3, 10",No_CONFLICT
"ADD R13, R0, 36","XOR R13, R0, 41",WAW
"MUL R11, R0, 17","OR R11, R0, 17",WAW
"SUB R8, R1, R2","XOR R6, R3, 10",No_CONFLICT
"LOAD R6, R1, R2","AND R12, R3, 10",No_CONFLICT
"AND R0, R1, R2","MUL R14, R0, R3",WAR
"ADD R1, R0, 11","SUB R1, R0, 43",WAW
"XOR R15, R0, 4","DIV R15, R0, 25",WAW
"DIV R4, R0, 46","XOR R7, R4, R2",RAW
"LOAD R15, R0, 16","MUL R15, R0, 10",WAW
"ADD R12, R0, 25","SUB R12, R0, 33",WAW
"AND R9, R1, R2","LOAD R6, R3, 10",No_CONFLICT
"SHIFT R13, R0, 31","AND R13, R0, 39",WAW
"LOAD R10, R1, R2","XOR R2, R10, R3",WAR
"STORE R2, R0, 41","MUL R2, R0, 19",WAW
"AND R15, R0, 5","STORE R9, R15, R2",RAW
"LOAD R5, R0, 17","ADD R7, R5, R2",RAW
"STORE R9, R1, R2","OR R13, R3, 10",No_CONFLICT
"ADD R7, R1, R2","ADD R15, R7, R3",WAR
"XOR R6, R1, R2","XOR R14, R3, 10",No_CONFLICT
"SHIFT R8, R1, R2","STORE R2, R3, 10",No_CONFLICT
"ADD R3, R1, R2","LOAD R7, R3, 10",No_CONFLICT
"AND R4, R1, R2","STORE R2, R3, 10",No_CONFLICT
"MUL R13, R0, 7","MUL R13, R0, 0",WAW
"XOR R10, R1, R2","XOR R8, R3, 10",No_CONFLICT
"MUL R15, R0, 35","MUL R15, R0, 7",WAW
"AND R3, R0, 30","STORE R3, R0, 25",WAW
"LOAD R0, R1, R2","XOR R0, R3, 10",No_CONFLICT
"STORE R10, R1, R2","SUB R4, R10, R3",WAR
"ADD R15, R1, R2","SHIFT R5, R3, 10",No_CONFLICT
"LOAD R1, R1, R2","STORE R0, R3, 10",No_CONFLICT
"AND R12, R0, 40","SHIFT R12, R0, 17",WAW
"SHIFT R10, R1, R2","AND R3, R10, R3",WAR
"SUB R4, R1, R2","SHIFT R6, R3, 10",No_CONFLICT
"ADD R14, R0, 48","AND R14, R0, 38",WAW
"STORE R14, R0, 17","MUL R14, R0, 48",WAW
"SHIFT R10, R0, 13","LOAD R4, R10, R2",RAW
"MUL R15, R0, 23","DIV R15, R0, 0",WAW
"SHIFT R5, R0, 40","LOAD R5, R0, 47",WAW
"MUL R4, R0, 36","LOAD R8, R4, R2",RAW
"LOAD R1, R1, R2","STORE R11, R1, R3",WAR
"MUL R1, R1, R2","MUL R12, R3, 10",No_CONFLICT
"AND R8, R1, R2","STORE R12, R3, 10",No_CONFLICT
"SHIFT R3, R1, R2","SUB R2, R3, R3",WAR
"AND R3, R1, R2","AND R8, R3, R3",WAR
"LOAD R5, R1, R2","STORE R13, R5, R3",WAR
"ADD R10, R0, 47","SHIFT R5, R10, R2",RAW
"DIV R1, R0, 1","LOAD R1, R0, 8",WAW
"MUL R1, R0, 12","XOR R6, R1, R2",RAW
"DIV R1, R0, 38","SUB R4, R1, R2",RAW
"SHIFT R2, R1, R2","ADD R9, R3, 10",No_CONFLICT
"AND R9, R0, 4","AND R13, R9, R2",RAW
"AND R11, R1, R2","AND R8, R3, 10",No_CONFLICT
"XOR R8, R1, R2","SHIFT R12, R3, 10",No_CONFLICT
"MUL R14, R0, 47","MUL R14, R0, 7",WAW
"ADD R0, R0, 43","MUL R0, R0, 42",WAW
"STORE R1, R1, R2","AND R0, R1, R3",WAR
"AND R13, R0, 42","SUB R14, R13, R2",RAW
"ADD R4, R0, 4","DIV R4, R0, 30",WAW
"ADD R11, R1, R2","SUB R12, R3, 10",No_CONFLICT
"MUL R15, R1, R2","SUB R12, R3, 10",No_CONFLICT
"MUL R3, R0, 37","SUB R3, R3, R2",RAW
"OR R6, R1, R2","MUL R13, R3, 10",No_CONFLICT
"OR R4, R1, R2","LOAD R2, R3, 10",No_CONFLICT
"SUB R10, R1, R2","MUL R7, R3, 10",No_CONFLICT
"MUL R15, R0, 40","XOR R3, R15, R2",RAW
"AND R1, R1, R2","MUL R10, R1, R3",WAR
"STORE R10, R0, 45","LOAD R8, R10, R2",RAW
"MUL R0, R1, R2","SHIFT R12, R3, 10",No_CONFLICT
"XOR R6, R1, R2","XOR R9, R6, R3",WAR
"STORE R11, R0, 18","LOAD R0, R11, R2",RAW
"ADD R14, R1, R2","ADD R12, R3, 10",No_CONFLICT
"SHIFT R1, R1, R2","MUL R6, R1, R3",WAR
"DIV R12, R1, R2","SHIFT R15, R12, R3",WAR
"ADD R5, R0, 1","MUL R5, R0, 13",WAW
"DIV R6, R1, R2","OR R1, R6, R3",WAR
"DIV R14, R1, R2","XOR R4, R14, R3",WAR
"MUL R8, R1, R2","AND R15, R3, 10",No_CONFLICT
"XOR R15, R0, 50","MUL R3, R15, R2",RAW
"DIV R4, R1, R2","ADD R13, R3, 10",No_CONFLICT
"AND R12, R0, 50","STORE R10, R12, R2",RAW
"ADD R11, R1, R2","STORE R8, R11, R3",WAR
"ADD R8, R1, R2","XOR R10, R3, 10",No_CONFLICT
"MUL R4, R1, R2","OR R1, R4, R3",WAR
"LOAD R4, R0, 39","OR R4, R0, 49",WAW
"XOR R13, R1, R2","ADD R4, R13, R3",WAR
"MUL R2, R1, R2","ADD R10, R2, R3",WAR
"SUB R10, R1, R2","LOAD R15, R10, R3",WAR
"OR R6, R1, R2","AND R15, R3, 10",No_CONFLICT
"SHIFT R6, R0, 4","LOAD R6, R0, 30",WAW
"SUB R4, R1, R2","MUL R14, R4, R3",WAR
"DIV R2, R0, 26","STORE R0, R2, R2",RAW
"SHIFT R6, R1, R2","XOR R15, R3, 10",No_CONFLICT
"OR R7, R1, R2","MUL R11, R7, R3",WAR
"LOAD R6, R0, 38","STORE R6, R0, 41",WAW
"LOAD R9, R1, R2","ADD R9, R9, R3",WAR
"ADD R5, R0, 1","STORE R2, R5, R2",RAW
"LOAD R5, R0, 20","OR R6, R5, R2",RAW
"ADD R14, R0, 45","STORE R14, R0, 47",WAW
"ADD R15, R0, 43","SUB R15, R0, 20",WAW
"OR R15, R1, R2","SHIFT R10, R15, R3",WAR
"LOAD R2, R0, 29","SHIFT R10, R2, R2",RAW
"DIV R11, R0, 8","XOR R11, R0, 30",WAW
"MUL R10, R1, R2","DIV R0, R3, 10",No_CONFLICT
"STORE R11, R0, 40","MUL R11, R0, 32",WAW
"SHIFT R10, R0, 26","OR R4, R10, R2",RAW
"MUL R13, R1, R2","MUL R15, R3, 10",No_CONFLICT
"DIV R14, R1, R2","AND R3, R14, R3",WAR
"OR R7, R1, R2","SUB R10, R3, 10",No_CONFLICT
"MUL R10, R1, R2","AND R9, R3, 10",No_CONFLICT
"SUB R6, R1, R2","OR R5, R6, R3",WAR
"XOR R9, R0, 14","MUL R9, R0, 45",WAW
"DIV R11, R1, R2","AND R1, R3, 10",No_CONFLICT
"XOR R12, R1, R2","XOR R1, R12, R3",WAR
"DIV R11, R1, R2","OR R8, R3, 10",No_CONFLICT
"ADD R2, R1, R2","AND R12, R3, 10",No_CONFLICT
"OR R3, R1, R2","SUB R1, R3, R3",WAR
"ADD R13, R1, R2","OR R10, R13, R3",WAR
"XOR R11, R1, R2","AND R8, R3, 10",No_CONFLICT
"XOR R6, R1, R2","ADD R5, R6, R3",WAR
"DIV R8, R1, R2","STORE R2, R8, R3",WAR
"ADD R14, R0, 41","SHIFT R5, R14, R2",RAW
"MUL R1, R0, 4","SUB R1, R0, 50",WAW
"SUB R12, R1, R2","OR R13, R3, 10",No_CONFLICT
"XOR R11, R1, R2","XOR R8, R11, R3",WAR
"XOR R11, R1, R2","SHIFT R9, R11, R3",WAR
"OR R14, R0, 9","ADD R10, R14, R2",RAW
"OR R7, R1, R2","SUB R2, R3, 10",No_CONFLICT
"MUL R7, R1, R2","MUL R0, R7, R3",WAR
"ADD R0, R1, R2","ADD R3, R3, 10",No_CONFLICT
"OR R5, R1, R2","MUL R15, R3, 10",No_CONFLICT
"DIV R1, R1, R2","DIV R9, R3, 10",No_CONFLICT
"OR R11, R0, 30","ADD R5, R11, R2",RAW
"MUL R8, R1, R2","DIV R2, R3, 10",No_CONFLICT
"MUL R6, R1, R2","AND R14, R3, 10",No_CONFLICT
"XOR R3, R0, 45","XOR R2, R3, R2",RAW
"LOAD R6, R0, 37","AND R4, R6, R2",RAW
"AND R5, R0, 9","MUL R5, R0, 11",WAW
"AND R15, R1, R2","SHIFT R13, R15, R3",WAR
"MUL R14, R0, 30","MUL R5, R14, R2",RAW
"STORE R8, R1, R2","LOAD R6, R8, R3",WAR
"XOR R4, R1, R2","AND R8, R3, 10",No_CONFLICT
"STORE R2, R1, R2","OR R11, R2, R3",WAR
"ADD R14, R0, 35","XOR R14, R14, R2",RAW
"ADD R1, R1, R2","MUL R4, R3, 10",No_CONFLICT
"ADD R8, R0, 15","ADD R8, R0, 32",WAW
"OR R1, R1, R2","SHIFT R12, R3, 10",No_CONFLICT
"DIV R1, R0, 21","MUL R1, R0, 37",WAW
"STORE R5, R0, 40","ADD R5, R0, 9",WAW
"ADD R10, R0, 22","DIV R14, R10, R2",RAW
"DIV R5, R0, 7","OR R7, R5, R2",RAW
"STORE R7, R1, R2","XOR R0, R7, R3",WAR
"OR R7, R0, 26","OR R7, R0, 27",WAW
"LOAD R12, R1, R2","AND R5, R12, R3",WAR
"LOAD R6, R1, R2","STORE R0, R3, 10",No_CONFLICT
"SUB R4, R1, R2","SHIFT R9, R3, 10",No_CONFLICT
"MUL R8, R0, 31","XOR R10, R8, R2",RAW
"SHIFT R8, R0, 10","ADD R8, R0, 15",WAW
"OR R8, R1, R2","ADD R12, R3, 10",No_CONFLICT
"STORE R1, R0, 4","STORE R1, R0, 23",WAW
